脱敏客户ID,付款时间,支付金额
cumid14089,2023-12-02 15:40:38,113.92
cumid14090,2023-12-02 15:42:19,65.19
cumid14091,2023-12-02 15:42:57,30.26
cumid14092,2023-12-02 15:47:45,17.9
cumid3376,2023-12-02 16:01:10,39.83
cumid14050,2023-12-02 16:04:05,9.62
cumid14093,2023-12-02 16:11:09,131.77
cumid14094,2023-12-02 16:13:26,38.09
cumid14095,2023-12-02 16:20:18,197.96
cumid14096,2023-12-02 16:26:56,16.85
cumid14097,2023-12-02 16:42:35,9.63
cumid14098,2023-12-02 16:45:09,36.84
cumid10654,2023-12-02 16:46:41,38.9
cumid14099,2023-12-02 16:49:02,38.41
cumid14100,2023-12-02 16:50:18,17.73
cumid14101,2023-12-02 17:04:29,37.88
cumid14102,2023-12-02 17:05:50,9.3
cumid5437,2023-12-02 17:13:30,192.86
cumid1587,2023-12-02 17:23:22,25.92
cumid1587,2023-12-02 17:24:05,25.29
cumid14103,2023-12-02 17:26:25,18.06
cumid14104,2023-12-02 17:26:26,179.29
cumid97,2023-12-02 17:27:32,39.51
cumid14105,2023-12-02 17:28:02,22.53
cumid14106,2023-12-02 17:43:06,38.96
cumid14107,2023-12-02 17:46:46,36.74
cumid14108,2023-12-02 17:48:11,23.27
cumid14109,2023-12-02 17:51:01,111.79
cumid14110,2023-12-02 17:56:11,9.69
cumid6237,2023-12-02 17:57:37,129.03
cumid13937,2023-12-02 18:16:21,24.68
cumid14111,2023-12-02 18:16:32,36.52
cumid6583,2023-12-02 18:31:00,262.9
cumid14112,2023-12-02 18:49:56,24.25
cumid14113,2023-12-02 18:50:54,22.83
cumid14114,2023-12-02 18:53:54,109.47
cumid6365,2023-12-02 19:01:54,9.75
cumid14115,2023-12-02 19:07:31,123.48
cumid14116,2023-12-02 19:08:22,24.74
cumid14117,2023-12-02 19:11:15,18.0
cumid14118,2023-12-02 19:16:51,10.03
cumid14119,2023-12-02 19:25:34,18.14
cumid14120,2023-12-02 19:27:07,187.08
cumid14121,2023-12-02 19:37:37,37.48
cumid14122,2023-12-02 19:45:02,114.54
cumid14123,2023-12-02 19:58:03,120.47
cumid14124,2023-12-02 19:58:31,114.43
cumid14125,2023-12-02 20:01:52,38.19
cumid9423,2023-12-02 20:03:06,109.36
cumid14126,2023-12-02 20:07:32,116.32
cumid14127,2023-12-02 20:15:16,24.64
cumid14128,2023-12-02 20:18:13,117.27
cumid5676,2023-12-02 20:19:17,24.4
cumid860,2023-12-02 20:23:58,38.08
cumid7133,2023-12-02 20:28:03,9.49
cumid14129,2023-12-02 20:28:09,144.03
cumid14130,2023-12-02 20:38:24,189.37
cumid14131,2023-12-02 20:41:16,114.43
cumid14132,2023-12-02 20:53:30,17.61
cumid14133,2023-12-02 21:03:14,17.75
cumid4791,2023-12-02 21:05:59,130.08
cumid14134,2023-12-02 21:09:08,272.53
cumid14135,2023-12-02 21:09:15,17.43
cumid14136,2023-12-02 21:12:34,9.47
cumid14137,2023-12-02 21:12:56,17.77
cumid14138,2023-12-02 21:21:01,188.27
cumid14139,2023-12-02 21:23:19,24.2
cumid14140,2023-12-02 21:24:46,24.9
cumid3581,2023-12-02 21:32:51,37.41
cumid14141,2023-12-02 21:36:16,39.23
cumid14142,2023-12-02 21:39:18,26.2
cumid14143,2023-12-02 21:45:29,37.06
cumid14144,2023-12-02 21:52:32,211.76
cumid14145,2023-12-02 21:57:43,16.05
cumid14144,2023-12-02 21:59:21,195.5
cumid14146,2023-12-02 22:00:55,109.55
cumid14147,2023-12-02 22:01:40,22.48
cumid3383,2023-12-02 22:02:37,17.88
cumid14148,2023-12-02 22:02:59,22.47
cumid4629,2023-12-02 22:04:24,23.37
cumid10187,2023-12-02 22:05:15,22.52
cumid11737,2023-12-02 22:07:56,347.72
cumid3381,2023-12-02 22:08:52,17.25
cumid5783,2023-12-02 22:11:10,242.39
cumid3380,2023-12-02 22:11:40,17.04
cumid14149,2023-12-02 22:13:29,200.83
cumid3385,2023-12-02 22:14:28,17.08
cumid14150,2023-12-02 22:17:03,37.14
cumid14151,2023-12-02 22:17:32,25.48
cumid14152,2023-12-02 22:23:58,38.68
cumid14153,2023-12-02 22:27:49,16.91
cumid14154,2023-12-02 22:28:40,17.58
cumid14155,2023-12-02 22:36:46,22.82
cumid14156,2023-12-02 22:43:17,115.79
cumid14157,2023-12-02 22:50:24,17.35
cumid14158,2023-12-02 22:50:38,10.07
cumid14159,2023-12-02 22:54:53,113.75
cumid6073,2023-12-02 23:00:54,27.99
cumid97,2023-12-02 23:20:31,147.77
cumid14160,2023-12-02 23:22:08,37.79
cumid10334,2023-12-02 23:25:59,126.46
cumid14161,2023-12-02 23:26:57,11.41
cumid14162,2023-12-02 23:30:31,205.52
cumid14163,2023-12-02 23:41:05,37.27
cumid14164,2023-12-02 23:52:47,24.44
cumid4412,2023-12-02 23:53:36,218.25
cumid3990,2023-12-03 00:01:10,190.88
cumid14165,2023-12-03 00:02:34,18.12
cumid14166,2023-12-03 00:12:36,370.85
cumid14167,2023-12-03 00:56:54,37.58
cumid14168,2023-12-03 01:00:43,36.3
cumid14169,2023-12-03 02:48:17,38.19
cumid14170,2023-12-03 03:07:23,108.08
cumid14171,2023-12-03 06:40:04,38.87
cumid14172,2023-12-03 07:28:02,16.87
cumid14173,2023-12-03 07:35:23,17.96
cumid14174,2023-12-03 08:31:51,143.24
cumid14175,2023-12-03 08:52:59,143.25
cumid14163,2023-12-03 09:04:27,9.99
cumid3200,2023-12-03 09:08:34,111.52
cumid14176,2023-12-03 09:19:23,125.59
cumid14177,2023-12-03 09:44:15,183.56
cumid14178,2023-12-03 09:50:17,126.79
cumid14179,2023-12-03 10:19:38,149.83
cumid14180,2023-12-03 10:23:56,126.54
cumid14181,2023-12-03 10:27:09,37.44
cumid14182,2023-12-03 10:30:32,17.38
cumid14183,2023-12-03 10:39:48,39.3
cumid97,2023-12-03 10:42:46,182.36
cumid14184,2023-12-03 10:53:30,24.76
cumid14185,2023-12-03 11:00:33,201.48
cumid14186,2023-12-03 11:07:09,9.52
cumid14187,2023-12-03 11:14:40,271.14
cumid14188,2023-12-03 11:16:28,114.99
cumid14189,2023-12-03 11:20:36,132.05
cumid14190,2023-12-03 11:22:45,24.26
cumid5351,2023-12-03 11:32:57,9.98
cumid14191,2023-12-03 11:35:27,17.17
cumid14192,2023-12-03 11:38:29,17.36
cumid14193,2023-12-03 11:40:12,413.98
cumid14194,2023-12-03 11:51:22,116.4
cumid14195,2023-12-03 12:15:50,169.03
cumid11756,2023-12-03 12:22:56,39.19
cumid14196,2023-12-03 12:23:41,193.68
cumid3605,2023-12-03 12:37:28,136.6
cumid13026,2023-12-03 12:41:20,122.79
cumid14197,2023-12-03 12:50:18,114.1
cumid14198,2023-12-03 12:53:18,0.0
cumid14199,2023-12-03 12:55:48,38.21
cumid13397,2023-12-03 13:02:15,130.28
cumid14200,2023-12-03 13:06:01,9.45
cumid14201,2023-12-03 13:07:05,17.69
cumid4895,2023-12-03 13:19:38,183.7
cumid14202,2023-12-03 13:25:39,10.05
cumid14203,2023-12-03 13:31:01,140.91
cumid14204,2023-12-03 13:31:32,178.52
cumid14205,2023-12-03 13:52:00,17.37
cumid14206,2023-12-03 13:53:04,17.93
cumid14207,2023-12-03 13:59:10,9.59
cumid283,2023-12-03 14:03:37,112.49
cumid14208,2023-12-03 14:16:00,148.61
cumid14209,2023-12-03 14:17:59,112.17
cumid6240,2023-12-03 14:22:07,18.08
cumid14210,2023-12-03 14:22:53,23.64
cumid14211,2023-12-03 14:26:32,39.09
cumid14212,2023-12-03 14:45:27,9.98
cumid14213,2023-12-03 14:48:55,17.8
cumid8067,2023-12-03 14:50:23,177.86
cumid14214,2023-12-03 14:56:25,355.5
cumid14215,2023-12-03 15:00:05,0.12
cumid14216,2023-12-03 15:00:05,0.12
cumid14206,2023-12-03 15:00:05,0.12
cumid14217,2023-12-03 15:00:07,0.12
cumid14218,2023-12-03 15:00:07,0.12
cumid14219,2023-12-03 15:00:08,0.12
cumid14220,2023-12-03 15:00:08,0.11
cumid13935,2023-12-03 15:00:09,0.11
cumid12896,2023-12-03 15:00:12,0.12
cumid14221,2023-12-03 15:00:12,17.69
cumid3586,2023-12-03 15:00:13,0.11
cumid14222,2023-12-03 15:00:17,9.27
cumid14219,2023-12-03 15:00:29,17.51
cumid13795,2023-12-03 15:01:09,0.12
cumid12896,2023-12-03 15:01:46,198.61
cumid14223,2023-12-03 15:05:30,112.16
cumid13333,2023-12-03 15:05:41,0.0
cumid12896,2023-12-03 15:11:30,0.0
cumid13333,2023-12-03 15:12:52,0.0
cumid14224,2023-12-03 15:24:17,17.11
cumid14219,2023-12-03 15:27:07,0.0
cumid14225,2023-12-03 15:33:15,36.35
cumid412,2023-12-03 15:35:31,9.51
cumid43,2023-12-03 15:54:10,17.37
cumid14226,2023-12-03 15:58:29,9.77
cumid14227,2023-12-03 16:01:01,186.68
cumid5829,2023-12-03 16:04:27,18.17
cumid14228,2023-12-03 16:05:46,17.96
cumid14229,2023-12-03 16:07:09,9.46
cumid14230,2023-12-03 16:13:19,17.04
cumid14231,2023-12-03 16:17:44,110.94
cumid14232,2023-12-03 16:28:33,146.11
cumid14233,2023-12-03 16:28:54,151.12
cumid14234,2023-12-03 16:36:29,192.58
cumid14235,2023-12-03 16:37:03,116.38
cumid14236,2023-12-03 16:56:44,38.53
cumid14237,2023-12-03 17:00:06,29.84
cumid14238,2023-12-03 17:03:27,16.98
cumid9376,2023-12-03 17:03:52,193.51
cumid14239,2023-12-03 17:16:20,148.12
cumid2022,2023-12-03 17:21:29,268.6
cumid14240,2023-12-03 17:31:31,9.74
cumid2121,2023-12-03 17:36:48,24.99
cumid13922,2023-12-03 17:39:21,0.0
cumid14241,2023-12-03 17:40:57,37.0
cumid13922,2023-12-03 17:44:12,9.89
cumid14242,2023-12-03 17:45:23,31.47
cumid1013,2023-12-03 17:55:40,108.32
cumid12930,2023-12-03 17:57:42,396.45
cumid14243,2023-12-03 18:08:42,125.85
cumid14244,2023-12-03 18:10:54,17.61
cumid14245,2023-12-03 18:22:55,114.12
cumid14246,2023-12-03 18:27:16,9.98
cumid14247,2023-12-03 18:41:01,17.07
cumid14248,2023-12-03 18:41:26,146.17
cumid14249,2023-12-03 18:52:46,36.57
cumid11064,2023-12-03 19:02:54,38.22
cumid14250,2023-12-03 19:06:29,140.11
cumid14251,2023-12-03 19:08:30,35.8
cumid14252,2023-12-03 19:30:48,107.7
cumid14253,2023-12-03 19:41:18,9.94
cumid14254,2023-12-03 19:55:52,17.88
cumid4075,2023-12-03 20:00:27,16.94
cumid14255,2023-12-03 20:13:03,137.77
cumid10686,2023-12-03 20:16:10,119.93
cumid6151,2023-12-03 20:19:05,189.37
cumid14256,2023-12-03 20:27:36,17.0
cumid14257,2023-12-03 20:28:12,9.62
cumid14258,2023-12-03 20:28:56,180.72
cumid14259,2023-12-03 20:28:59,9.52
cumid8697,2023-12-03 20:31:14,37.1
cumid14260,2023-12-03 20:32:46,355.81
cumid14261,2023-12-03 20:34:48,38.06
cumid14262,2023-12-03 20:47:57,39.43
cumid14263,2023-12-03 21:03:03,126.97
cumid14264,2023-12-03 21:04:21,9.87
cumid11276,2023-12-03 21:15:17,119.96
cumid10059,2023-12-03 21:17:35,9.56
cumid13856,2023-12-03 21:36:54,11.86
cumid14265,2023-12-03 21:37:48,115.42
cumid999,2023-12-03 21:43:32,36.7
cumid14266,2023-12-03 21:44:42,112.53
cumid14267,2023-12-03 21:52:42,9.87
cumid14268,2023-12-03 21:53:22,143.27
cumid14269,2023-12-03 21:56:32,236.91
cumid14269,2023-12-03 21:56:32,23.91
cumid14270,2023-12-03 22:00:46,18.15
cumid14271,2023-12-03 22:16:01,9.88
cumid13050,2023-12-03 22:22:19,109.48
cumid14272,2023-12-03 22:23:44,24.63
cumid14273,2023-12-03 22:28:51,37.94
cumid14274,2023-12-03 22:29:35,64.09
cumid67,2023-12-03 22:36:15,198.65
cumid3331,2023-12-03 22:39:53,39.17
cumid14275,2023-12-03 22:40:42,37.79
cumid14276,2023-12-03 22:47:55,9.9
cumid13328,2023-12-03 22:55:52,347.71
cumid581,2023-12-03 22:59:40,176.79
cumid14277,2023-12-03 23:00:03,38.23
cumid716,2023-12-03 23:25:35,111.73
cumid14278,2023-12-03 23:27:02,9.99
cumid14279,2023-12-03 23:28:56,9.95
cumid14280,2023-12-03 23:29:37,17.0
cumid14281,2023-12-03 23:34:23,18.01
cumid12215,2023-12-03 23:46:05,36.38
cumid14282,2023-12-03 23:49:07,9.57
cumid97,2023-12-03 23:50:31,9.6
cumid14283,2023-12-03 23:52:57,17.32
cumid14284,2023-12-03 23:54:12,116.41
cumid14285,2023-12-04 00:00:11,164.45
cumid14286,2023-12-04 00:45:59,17.24
cumid442,2023-12-04 01:02:33,151.08
cumid14287,2023-12-04 01:06:20,121.16
cumid14288,2023-12-04 01:39:12,9.43
cumid14289,2023-12-04 01:44:11,145.87
cumid14290,2023-12-04 02:22:03,116.74
cumid561,2023-12-04 02:49:19,116.76
cumid14291,2023-12-04 03:06:36,37.17
cumid9960,2023-12-04 03:38:50,38.54
cumid14292,2023-12-04 05:48:53,16.74
cumid14293,2023-12-04 07:39:56,193.97
cumid14294,2023-12-04 07:59:31,185.45
cumid8107,2023-12-04 08:05:55,192.6
cumid14295,2023-12-04 08:16:19,185.63
cumid2301,2023-12-04 09:20:55,17.88
cumid14296,2023-12-04 09:25:34,116.05
cumid14297,2023-12-04 10:02:23,17.34
cumid5741,2023-12-04 10:25:29,10.05
cumid14298,2023-12-04 10:40:53,345.24
cumid14299,2023-12-04 10:45:44,10.06
cumid14300,2023-12-04 10:51:27,38.75
cumid14301,2023-12-04 11:01:58,200.33
cumid14302,2023-12-04 11:04:51,9.53
cumid14303,2023-12-04 11:05:27,151.53
cumid14304,2023-12-04 11:12:15,112.27
cumid14305,2023-12-04 11:15:31,116.05
cumid14306,2023-12-04 11:25:55,330.28
cumid14307,2023-12-04 11:32:46,24.85
cumid13360,2023-12-04 11:37:30,187.95
cumid14308,2023-12-04 11:52:39,25.53
cumid14309,2023-12-04 11:57:16,9.99
cumid2763,2023-12-04 12:22:23,37.52
cumid2763,2023-12-04 12:23:29,38.7
cumid14310,2023-12-04 12:28:32,16.73
cumid1111,2023-12-04 12:29:20,179.44
cumid14311,2023-12-04 12:39:13,17.01
cumid14312,2023-12-04 12:45:28,17.92
cumid14313,2023-12-04 12:51:08,16.77
cumid14314,2023-12-04 12:56:16,208.41
cumid10636,2023-12-04 13:01:00,177.92
cumid14315,2023-12-04 13:21:46,17.39
cumid14316,2023-12-04 13:21:48,38.51
cumid14317,2023-12-04 13:34:27,196.24
cumid14318,2023-12-04 13:37:44,147.53
cumid14319,2023-12-04 13:47:59,199.59
cumid14320,2023-12-04 13:48:56,39.42
cumid13244,2023-12-04 13:57:56,250.6
cumid13244,2023-12-04 14:02:59,0.0
cumid14321,2023-12-04 14:12:37,100.71
cumid14322,2023-12-04 14:19:19,18.14
cumid2230,2023-12-04 14:22:39,17.75
cumid6036,2023-12-04 14:24:53,126.0
cumid14323,2023-12-04 14:40:45,18.09
cumid11349,2023-12-04 14:40:52,140.05
cumid14324,2023-12-04 14:48:13,53.23
cumid14325,2023-12-04 14:49:29,203.85
cumid14326,2023-12-04 15:08:07,60.9
cumid14327,2023-12-04 15:08:48,142.05
cumid3509,2023-12-04 15:09:21,63.37
cumid14328,2023-12-04 15:10:46,38.95
cumid14329,2023-12-04 16:03:54,24.29
cumid14330,2023-12-04 16:05:54,108.11
cumid14331,2023-12-04 16:15:01,9.27
cumid14332,2023-12-04 16:18:50,280.45
cumid11867,2023-12-04 16:20:31,278.73
cumid14333,2023-12-04 16:32:03,269.98
cumid14334,2023-12-04 16:36:29,186.9
cumid14335,2023-12-04 17:09:45,39.51
cumid559,2023-12-04 17:34:28,93.04
cumid221,2023-12-04 17:51:10,36.77
cumid14336,2023-12-04 18:01:38,112.01
cumid59,2023-12-04 18:02:32,44.96
cumid14337,2023-12-04 18:05:29,39.66
cumid67,2023-12-04 18:16:12,9.92
cumid14338,2023-12-04 18:45:34,39.44
cumid14339,2023-12-04 18:48:19,126.02
cumid14340,2023-12-04 19:07:56,37.67
cumid8117,2023-12-04 19:15:04,183.69
cumid14341,2023-12-04 19:15:14,152.94
cumid14342,2023-12-04 19:43:41,9.28
cumid14343,2023-12-04 19:43:44,25.59
cumid14344,2023-12-04 19:47:22,188.37
cumid8507,2023-12-04 19:50:39,113.14
cumid47,2023-12-04 19:54:56,116.95
cumid516,2023-12-04 19:57:11,32.67
cumid14345,2023-12-04 20:08:18,186.36
cumid14346,2023-12-04 20:08:46,9.99
cumid14347,2023-12-04 20:12:28,28.79
cumid5909,2023-12-04 20:16:31,9.61
cumid14348,2023-12-04 20:38:48,38.22
cumid43,2023-12-04 20:46:46,187.01
cumid1583,2023-12-04 21:16:34,9.58
cumid14349,2023-12-04 21:22:58,9.63
cumid14350,2023-12-04 21:32:33,9.55
cumid14351,2023-12-04 21:32:43,116.74
cumid14352,2023-12-04 21:35:13,30.02
cumid12455,2023-12-04 21:35:41,355.95
cumid3055,2023-12-04 21:51:36,17.63
cumid14353,2023-12-04 21:52:09,174.03
cumid14354,2023-12-04 21:55:16,73.74
cumid14355,2023-12-04 21:55:35,199.08
cumid14356,2023-12-04 22:10:01,112.23
cumid14357,2023-12-04 22:16:12,17.72
cumid14359,2023-12-04 22:33:15,36.6
cumid14360,2023-12-04 22:43:57,16.98
cumid14361,2023-12-04 22:49:12,37.62
cumid9436,2023-12-04 22:52:51,188.48
cumid14362,2023-12-04 22:53:08,125.68
cumid14363,2023-12-04 22:58:22,193.88
cumid14364,2023-12-04 23:02:55,17.1
cumid14365,2023-12-04 23:11:52,146.14
cumid14366,2023-12-04 23:12:09,38.55
cumid14367,2023-12-04 23:20:59,11.89
cumid14368,2023-12-04 23:38:32,16.86
cumid14369,2023-12-04 23:49:22,18.03
cumid4645,2023-12-04 23:52:15,9.93
cumid14370,2023-12-04 23:57:00,263.36
cumid10464,2023-12-05 00:02:59,9.43
cumid14371,2023-12-05 00:22:27,138.09
cumid14372,2023-12-05 00:54:58,36.46
cumid12601,2023-12-05 01:48:28,113.25
cumid14373,2023-12-05 01:58:39,113.15
cumid14374,2023-12-05 03:03:01,39.36
cumid14375,2023-12-05 03:38:11,38.87
cumid14376,2023-12-05 06:13:24,111.46
cumid14377,2023-12-05 07:23:29,79.42
cumid14378,2023-12-05 07:37:17,143.25
cumid14379,2023-12-05 07:49:58,189.45
cumid14380,2023-12-05 08:27:03,38.02
cumid14381,2023-12-05 08:32:46,149.94
cumid14382,2023-12-05 08:41:08,11.91
cumid14383,2023-12-05 08:41:22,37.9
cumid14384,2023-12-05 08:46:39,37.44
cumid14385,2023-12-05 08:49:57,36.81
cumid14386,2023-12-05 09:42:16,193.15
cumid14387,2023-12-05 09:47:25,18.12
cumid14388,2023-12-05 10:00:29,141.2
cumid14389,2023-12-05 10:01:40,9.76
cumid14005,2023-12-05 10:09:00,274.03
cumid14390,2023-12-05 10:22:53,37.73
cumid14391,2023-12-05 10:32:41,9.94
cumid14392,2023-12-05 10:59:22,275.27
cumid8066,2023-12-05 10:59:29,197.77
cumid14393,2023-12-05 11:15:00,16.9
cumid14394,2023-12-05 11:15:07,145.58
cumid14395,2023-12-05 11:28:50,17.45
cumid14396,2023-12-05 11:30:17,116.77
cumid14397,2023-12-05 12:02:01,111.83
cumid14398,2023-12-05 12:07:35,108.61
cumid14399,2023-12-05 12:08:08,108.05
cumid14400,2023-12-05 12:20:58,271.01
cumid14401,2023-12-05 12:45:24,17.82
cumid14402,2023-12-05 12:55:51,17.48
cumid14403,2023-12-05 12:59:27,17.68
cumid14404,2023-12-05 13:06:19,17.45
cumid14405,2023-12-05 13:12:31,16.88
cumid14406,2023-12-05 13:14:45,16.83
cumid14407,2023-12-05 13:17:03,17.77
cumid14408,2023-12-05 13:25:05,36.84
cumid14409,2023-12-05 13:29:20,17.74
cumid14410,2023-12-05 13:39:48,111.8
cumid14411,2023-12-05 13:48:45,9.53
cumid14412,2023-12-05 13:50:32,17.2
cumid14413,2023-12-05 13:59:39,148.93
cumid14414,2023-12-05 14:00:58,21.14
cumid14415,2023-12-05 14:10:07,145.03
cumid14416,2023-12-05 14:18:18,117.67
cumid14417,2023-12-05 14:52:16,114.61
cumid14418,2023-12-05 15:02:23,198.14
cumid14419,2023-12-05 15:07:49,261.82
cumid14118,2023-12-05 15:08:25,274.36
cumid14420,2023-12-05 15:15:03,113.5
cumid14421,2023-12-05 15:16:38,116.93
cumid561,2023-12-05 15:27:00,38.75
cumid14422,2023-12-05 15:28:11,17.32
cumid14423,2023-12-05 15:42:13,166.88
cumid14424,2023-12-05 15:43:41,16.97
cumid11307,2023-12-05 15:44:53,0.0
cumid14425,2023-12-05 15:45:13,9.52
cumid14426,2023-12-05 15:49:49,9.61
cumid14427,2023-12-05 16:00:50,9.49
cumid14428,2023-12-05 16:06:34,197.88
cumid4283,2023-12-05 16:08:22,117.84
cumid14429,2023-12-05 16:12:40,270.81
cumid14430,2023-12-05 16:25:05,150.84
cumid14431,2023-12-05 16:56:18,24.88
cumid14432,2023-12-05 17:02:17,9.44
cumid12091,2023-12-05 17:15:32,9.44
cumid14433,2023-12-05 17:15:37,18.02
cumid3990,2023-12-05 17:36:03,311.03
cumid14434,2023-12-05 17:41:45,38.74
cumid3312,2023-12-05 17:45:20,178.79
cumid14435,2023-12-05 17:53:37,17.07
cumid6456,2023-12-05 18:04:53,112.54
cumid14436,2023-12-05 18:05:36,167.82
cumid3635,2023-12-05 18:26:27,38.43
cumid14437,2023-12-05 18:33:03,148.02
cumid1348,2023-12-05 18:44:26,0.0
cumid14438,2023-12-05 18:55:15,329.82
cumid14439,2023-12-05 19:08:17,143.85
cumid14440,2023-12-05 19:14:22,10.08
cumid2925,2023-12-05 19:22:11,109.36
cumid14441,2023-12-05 19:26:51,279.26
cumid14442,2023-12-05 19:43:45,187.44
cumid14443,2023-12-05 19:47:23,191.36
cumid14444,2023-12-05 19:56:41,115.97
cumid14445,2023-12-05 19:57:29,10.07
cumid14446,2023-12-05 20:01:35,67.29
cumid14447,2023-12-05 20:07:03,10.06
cumid14448,2023-12-05 20:09:26,9.63
cumid14449,2023-12-05 20:15:25,10.07
cumid14450,2023-12-05 20:19:01,9.86
cumid14451,2023-12-05 20:19:30,140.07
cumid14452,2023-12-05 20:23:34,187.9
cumid14453,2023-12-05 20:39:42,49.19
cumid14454,2023-12-05 20:43:13,17.55
cumid14453,2023-12-05 20:50:16,9.43
cumid14455,2023-12-05 21:01:59,25.2
cumid14456,2023-12-05 21:02:01,37.66
cumid14457,2023-12-05 21:06:15,39.22
cumid2301,2023-12-05 21:16:53,9.8
cumid14458,2023-12-05 21:25:50,9.25
cumid14459,2023-12-05 21:27:21,151.17
cumid14460,2023-12-05 21:43:56,116.17
cumid1926,2023-12-05 21:48:11,147.08
cumid14461,2023-12-05 21:58:11,113.47
cumid2830,2023-12-05 21:58:23,188.7
cumid14462,2023-12-05 22:04:08,211.58
cumid14463,2023-12-05 22:07:32,146.76
cumid12222,2023-12-05 22:19:36,172.0
cumid14465,2023-12-05 22:52:05,116.78
cumid14466,2023-12-05 23:01:09,185.54
cumid14467,2023-12-05 23:25:12,111.56
cumid14468,2023-12-05 23:27:37,9.34
cumid14469,2023-12-05 23:39:36,0.0
cumid14470,2023-12-05 23:45:52,18.61
cumid14471,2023-12-06 00:04:11,195.24
cumid14472,2023-12-06 00:08:05,17.13
cumid14473,2023-12-06 00:14:11,9.81
cumid14473,2023-12-06 00:16:27,0.0
cumid14474,2023-12-06 01:02:11,9.41
cumid14475,2023-12-06 01:04:59,150.44
cumid14475,2023-12-06 01:05:49,158.19
cumid14476,2023-12-06 01:06:54,144.17
cumid7021,2023-12-06 01:37:35,25.57
cumid14477,2023-12-06 01:46:35,17.58
cumid14478,2023-12-06 02:07:54,114.91
cumid14479,2023-12-06 07:41:09,9.91
cumid14480,2023-12-06 07:47:02,193.41
cumid14481,2023-12-06 08:03:30,109.98
cumid14482,2023-12-06 08:19:09,38.08
cumid14483,2023-12-06 08:38:08,185.85
cumid486,2023-12-06 08:39:08,196.19
cumid14484,2023-12-06 08:46:24,17.11
cumid14485,2023-12-06 08:50:45,36.07
cumid14486,2023-12-06 09:00:08,9.47
cumid14487,2023-12-06 09:03:05,142.62
cumid14488,2023-12-06 09:13:07,150.23
cumid14489,2023-12-06 09:18:21,17.63
cumid14490,2023-12-06 09:26:49,16.77
cumid14491,2023-12-06 09:37:16,109.0
cumid14492,2023-12-06 09:43:51,19.84
cumid14493,2023-12-06 09:46:51,17.19
cumid3237,2023-12-06 09:54:34,101.98
cumid14494,2023-12-06 09:55:55,150.41
cumid8504,2023-12-06 09:56:49,185.76
cumid14495,2023-12-06 10:14:52,116.96
cumid14496,2023-12-06 10:18:43,9.88
cumid14256,2023-12-06 10:26:00,185.56
cumid14497,2023-12-06 10:32:03,182.94
cumid1846,2023-12-06 10:38:50,150.69
cumid14498,2023-12-06 10:47:26,139.46
cumid11276,2023-12-06 10:56:13,9.4
cumid13566,2023-12-06 11:00:21,338.05
cumid14499,2023-12-06 11:04:36,37.95
cumid14500,2023-12-06 11:12:44,17.67
cumid14501,2023-12-06 11:16:11,40.58
cumid14502,2023-12-06 11:20:24,9.8
cumid2053,2023-12-06 11:22:56,203.27
cumid561,2023-12-06 11:24:38,112.65
cumid14503,2023-12-06 11:36:45,29.92
cumid14504,2023-12-06 11:59:02,18.03
cumid14505,2023-12-06 12:01:34,197.47
cumid6251,2023-12-06 12:21:09,18.05
cumid14506,2023-12-06 12:25:39,276.21
cumid14507,2023-12-06 12:39:53,29.33
cumid14508,2023-12-06 12:54:19,9.74
cumid14509,2023-12-06 13:04:14,108.09
cumid14510,2023-12-06 13:06:33,184.67
cumid12714,2023-12-06 13:08:15,198.63
cumid14511,2023-12-06 13:13:45,0.0
cumid14512,2023-12-06 13:24:11,17.58
cumid6612,2023-12-06 13:25:10,284.18
cumid14513,2023-12-06 13:26:46,150.98
cumid14514,2023-12-06 13:28:16,131.94
cumid14515,2023-12-06 13:40:41,349.82
cumid14516,2023-12-06 13:42:50,37.38
cumid14517,2023-12-06 13:49:17,121.15
cumid14518,2023-12-06 13:51:24,9.48
cumid14519,2023-12-06 14:00:45,143.05
cumid14520,2023-12-06 14:04:20,9.56
cumid14521,2023-12-06 14:18:55,37.49
cumid14522,2023-12-06 14:23:57,192.48
cumid14523,2023-12-06 14:29:37,284.29
cumid14524,2023-12-06 14:33:07,188.36
cumid14525,2023-12-06 14:46:34,185.34
cumid14526,2023-12-06 14:59:12,116.28
cumid4407,2023-12-06 15:00:04,0.11
cumid14206,2023-12-06 15:00:05,0.11
cumid14453,2023-12-06 15:00:06,0.12
cumid14527,2023-12-06 15:00:07,0.11
cumid14528,2023-12-06 15:00:07,0.11
cumid7906,2023-12-06 15:00:08,0.12
cumid10225,2023-12-06 15:00:14,0.12
cumid9805,2023-12-06 15:00:18,0.11
cumid14529,2023-12-06 15:01:07,17.97
cumid3008,2023-12-06 15:01:26,0.12
cumid1923,2023-12-06 15:03:51,0.0
cumid14530,2023-12-06 15:05:17,17.47
cumid14082,2023-12-06 15:09:06,268.69
cumid14531,2023-12-06 15:09:42,140.24
cumid12056,2023-12-06 15:13:44,199.5
cumid14532,2023-12-06 15:18:06,276.46
cumid14533,2023-12-06 15:19:53,117.77
cumid14534,2023-12-06 15:20:50,286.69
cumid14535,2023-12-06 15:23:33,75.08
cumid14536,2023-12-06 15:26:17,17.62
cumid6156,2023-12-06 15:28:50,36.72
cumid6156,2023-12-06 15:29:05,37.82
